"","x"
"3811","ganz neues"
"3812","neues tempo"
"3813","tempo aufgenommen"
"3814","symbol dafür"
"3815","welt verändern"
"3816","scheint halbwegs"
"3817","halbwegs sicher"
"3818","viele bürojobs"
"3819","homeoffice verlagern"
"3820","verlagern foodtrucks"
"3821","kunden hinterherfahren"
"3822","hinterherfahren restaurants"
"3823","bürovierteln spesentempel"
"3824","gepflegte mittagsmahl"
"3825","dauer schwerer"
"3826","schwerer stattdessen"
"3827","stattdessen gibt"
"3828","vielleicht mehr"
"3829","mehr chancen"
"3830","neue lokale"
"3831","künftig mehr"
"3832","mehr leute"
"3833","mittagessen brauchen"
"3834","spesentempel durchschleppt"
"3835","unbedingt arbeitsplätze"
"3836","messen jemals"
"3837","bedeutung bekommen"
"3838","unternehmen feststellen"
"3839","feststellen dass"
"3840","riesigen messestand"
"3841","messestand zurechtkommt"
"3842","messebauern niemand"
"3843","heute sagen"
"3844","viele deutsche"
"3845","pandemie dauerhaft"
"3846","dauerhaft ans"
"3847","ans online"
"3848","online shopping"
"3849","shopping gewöhnen"
"3850","einkaufsstraße große"
"3851","große bekleidungshäuser"
"3852","besten kenner"
"3853","dirk wichner"
"3854","wichner chef"
"3855","handelsvermietung beim"
"3856","beim immobilienkonzern"
"3857","immobilienkonzern jones"
"3858","jones lang"
"3859","lang lasalle"
"3860","innenstädten könnten"
"3861","könnten stattdessen"
"3862","stattdessen wohnungen"
"3863","wohnungen entstehen"
"3864","entstehen heute"
"3865","heute schon"
"3866","schon ziehen"
"3867","ziehen discounter"
"3868","mieten günstiger"
"3869","günstiger geworden"
"3870","fitnessstudios denken"
"3871","neue filialen"
"3872","wandel kommt"
"3873","lieber schnell"
"3874","neuen wohnungen"
"3875","schließlich dringend"
"3876","dringend gebraucht"
"3877","neuen läden"
"3878","politik tun"
"3879","fördern niemand"
"3880","niemand weiß"
"3881","weiß genau"
"3882","corona aussehen"
"3883","planen dürfte"
"3884","dürfte unmöglich"
"3885","wirtschaftspolitik darauf"
"3886","darauf einstellen"
"3887","einstellen immerhin"
"3888","hilfspakete überwiegend"
"3889","überwiegend branchenunabhängig"
"3890","branchenunabhängig angelegt"
"3891","viele wirtschaftszweige"
"3892","wirtschaftszweige passen"
"3893","diverse innenstadt"
"3894","innenstadt initiativen"
"3895","leben gerufen"
"3896","opposition diskutiert"
"3897","diskutiert schon"
"3898","schon mal"
"3899","mal öffentlich"
"3900","innenstadt eher"
"3901","eher bremsen"
"3902","schöner gestalten"
"3903","corona krise"
"3904","großen online"
"3905","online plattformen"
"3906","plattformen beschleunigt"
"3907","beschleunigt sagt"
"3908","sagt katharina"
"3909","katharina dröge"
"3910","wirtschaftspolitische sprecherin"
"3911","wandel sollten"
"3912","zusätzlich verstärken"
"3913","mehrwertsteuersenkung tut"
"3914","wären kauf"
"3915","ort gutscheine"
"3916","bessere lösung"
"3917","thema strukturwandel"
"3918","wegbrechende märkte"
"3919","verändernde nachfrage"
"3920","nachfrage aufrechterhalten"
"3921","stellvertretende fraktionsvorsitzende"
"3922","fraktionsvorsitzende michael"
"3923","michael theurer"
"3924","planen ähnlich"
"3925","ähnlich denkt"
"3926","düsseldorfer ökonom"
"3927","ökonom jens"
"3928","jens südekum"
"3929","pandemie endet"
"3930","alten strukturen"
"3931","strukturen herunterfahren"
"3932","neuen hochfahren"
"3933","reduzierte sozialversicherungsbeiträge"
"3934","neue jobs"
"3935","verbesserte förderung"
"3936","förderung neuer"
"3937","neuer start"
"3938","start ups"
"3939","fehlen ja"
"3940","ja all"
"3941","viele neue"
"3942","neue brauchen"
"3943","dickes ende"
"3944","ende kommt"
"3945","kommt erst"
"3946","deutschen banken"
"3947","corona pandemie"
"3948","pandemie einigermaßen"
"3949","einigermaßen gut"
"3950","gut weggesteckt"
"3951","nächsten jahr"
"3952","jahr ändern"
"3953","deutschen banken"
"3954","wahrheit bislang"
"3955","corona pandemie"
"3956","pandemie einigermaßen"
"3957","einigermaßen gut"
"3958","gut weggesteckt"
"3959","je länger"
"3960","krise dauert"
"3961","dauert desto"
"3962","desto tiefere"
"3963","tiefere löcher"
"3964","löcher reißen"
"3965","reißen steigende"
"3966","steigende kreditausfälle"
"3967","volksbanken müssen"
"3968","schwere einschläge"
"3969","einschläge gefasst"
"3970","härteste test"
"3971","banken seit"
"3972","globalen finanzkrise"
"3973","finanzkrise herausstellen"
"3974","herausstellen sagt"
"3975","sagt analyst"
"3976","analyst gavin"
"3977","gavin gunning"
"3978","ratingagentur s"
"3979","s p"
"3980","p global"
"3981","global finanzaufseher"
"3982","finanzaufseher warnen"
"3983","warnen davor"
"3984","davor dass"
"3985","sturm überstehen"
"3986","bestände ausfallgefährdeter"
"3987","ausfallgefährdeter kredite"
"3988","ganz europa"
"3989","christoph schalast"
"3990","schalast professor"
"3991","frankfurt school"
"3992","school nächstes"
"3993","nächstes jahr"
"3994","rund 800"
"3995","800 milliarden"
"3996","milliarden euro"
"3997","euro verdoppeln"
"3998","verdoppeln davon"
"3999","deutschen banken"
"4000","verschont bleiben"
"4001","europäischen vergleich"
"4002","vergleich jedoch"
"4003","jedoch wenige"
"4004","wenige faule"
"4005","faule kredite"
"4006","bundesbank vorstand"
"4007","vorstand joachim"
"4008","joachim wuermeling"
"4009","wuermeling rechnet"
"4010","deutschen banken"
"4011","0,8 prozent"
"4012","kreditbestands vervierfachen"
"4013","rund 13"
"4014","13 milliarden"
"4015","milliarden euro"
"4016","euro summieren"
"4017","summieren dürften"
"4018","dürften ezb"
"4019","ezb chefbankenaufseher"
"4020","chefbankenaufseher andrea"
"4021","andrea enria"
"4022","enria riet"
"4023","geldhäusern daher"
"4024","schlimmste vorzubereiten"
"4025","riesigen summen"
"4026","summen stützt"
"4027","bundesregierung unternehmen"
"4028","corona pandemie"
"4029","pandemie umsatzeinbußen"
"4030","hilfen zusammen"
"4031","zusammen kommt"
"4032","kommt mehr"
"4033","billion euro"
"4034","euro zusammen"
"4035","deutsche bank"
"4036","bank chef"
"4037","chef christian"
"4038","christian sewing"
"4039","sewing warnt"
"4040","zombie unternehmen"
"4041","leben gehalten"
"4042","insolvenzantrags seit"
"4043","seit märz"
"4044","märz teilweise"
"4045","teilweise 1"
"4046","1 3"
"4047","3 ausgesetzt"
"4048","1 januar"
"4049","kraft treten"
"4050","bundesbank warnt"
"4051","warnt deshalb"
"4052","deshalb dass"
"4053","deutschland anfang"
"4054","anfang 2021"
"4055","6000 pro"
"4056","pro quartal"
"4057","quartal steigen"
"4058","steigen könnten"
"4059","könnten bayern"
"4060","bayern lb"
"4061","lb chefvolkswirt"
"4062","chefvolkswirt jürgen"
"4063","jürgen michels"
"4064","michels rechnet"
"4065","ganze jahr"
"4066","30 prozentigen"
"4067","prozentigen anstieg"
"4068","pleiten patrik"
"4069","patrik ludwig"
"4070","ludwig hantzsch"
"4071","hantzsch leiter"
"4072","auskunftei creditreform"
"4073","creditreform prognostiziert"
"4074","prognostiziert 24.000"
"4075","24.000 insolvenzen"
"4076","rund 16.000"
"4077","jahr laut"
"4078","deutschen industrie"
"4079","handelskammer sieht"
"4080","elfte unternehmen"
"4081","unternehmen akut"
"4082","zahlungsunfähigkeit bedroht"
"4083","finanzaufsicht bafin"
"4084","bafin felix"
"4085","felix hufeld"
"4086","hufeld treibt"
"4087","mehrere wellen"
"4088","kreditausfällen zurollen"
"4089","dicke ende"
"4090","kommt erst"
"4091","seien banken"
"4092","banken seit"
"4093","zwölf jahren"
"4094","jahren generell"
"4095","generell gesehen"
"4096","gesehen besser"
"4097","kapital ausgestattet"
"4098","ausgestattet manch"
"4099","jetzige krise"
"4100","unternehmensberatung bearingpoint"
"4101","bearingpoint zufolge"
"4102","europäischen banken"
"4103","ersten halbjahr"
"4104","gut 60"
"4105","60 milliarden"
"4106","milliarden euro"
"4107","euro verdreifacht"
"4108","deutschland sogar"
"4109","sogar vervierfacht"
"4110","besser seither"
"4111","wirtschaftliche klima"
"4112","zweite welle"
"4113","enormer test"
"4114","sagt tim"
"4115","tim jennison"
"4116","jennison partner"
"4117","unternehmensberatung bcg"
"4118","bankenbranche steht"
"4119","steht ohnehin"
"4120","ohnehin schon"
"4121","seit jahren"
"4122","jahren niedrigen"
"4123","niedrigen zinsen"
"4124","harten wettbewerb"
"4125","stotterndem motor"
"4126","reifen platzt"
"4127","platzt sagt"
"4128","sagt wuermeling"
"4129","hoher wahrscheinlichkeit"
"4130","insolvenzantragspflicht ende"
"4131","ende dezember"
"4132","dezember deutlich"
"4133","deutlich steigen"
"4134","steigen sagt"
"4135","sagt gerhard"
"4136","gerhard hofmann"
"4137","hofmann vorstandsmitglied"
"4138","raiffeisenbanken bvr"
"4139","massive wirtschaftliche"
"4140","wirtschaftliche einbruch"
"4141","allgemein gestiegenen"
"4142","gestiegenen eigenkapitalquoten"
"4143","staatlichen hilfen"
"4144","teilweise aufgefangen"
"4145","bvr rechne"
"4146","rechne derzeit"
"4147","30 prozent"
"4148","prozent höheren"
"4149","höheren zahl"
"4150","kommenden jahr"
"4151","deutschen banken"
"4152","banken solle"
"4153","solle sei"
"4154","2 3"
"4155","3 gleichzeitig"
"4156","gleichzeitig warnt"
"4157","warnt hofmann"
"4158","hofmann davor"
"4159","nächste systemische"
"4160","systemische krise"
"4161","genossenschaftliche finanzgruppe"
"4162","finanzgruppe befinde"
"4163","guten verfassung"
"4164","aktuelle realwirtschaftliche"
"4165","realwirtschaftliche krise"
"4166","krise letzlich"
"4167","letzlich gut"
"4168","eigenen kunden"
"4169","krediten sieht"
"4170","gut beherrschbar"
"4171","beherrschbar sagt"
"4172","müssten regelmäßig"
"4173","regelmäßig überprüft"
"4174","kreditklemme problematisch"
"4175","finanzprofessor martin"
"4176","martin faust"
"4177","frankfurt school"
"4178","faulen krediten"
"4179","generelle verschlechterung"
"4180","unternehmen banken"
"4181","banken müssen"
"4182","müssen darlehen"
"4183","mehr eigenkapital"
"4184","eigenkapital hinterlegen"
"4185","firmen wirklich"
"4186","wirklich geht"
"4187","ganzen mittelstand"
"4188","dadurch besteht"
"4189","gefahr dass"
"4190","dass volksbanken"
"4191","sparkassen stärker"
"4192","stärker betroffen"
"4193","großen privaten"
"4194","privaten institute"
"4195","institute sagt"
"4196","sagt faust"
"4197","deutsche bank"
"4198","bank profitieren"
"4199","profitieren zumindest"
"4200","zumindest derzeit"
"4201","florierenden kapitalmarktgeschäft"
"4202","kapitalmarktgeschäft sewing"
"4203","schon eingeräumt"
"4204","eingeräumt dass"
"4205","investmentbanking 2021"
"4206","jahr politiker"
"4207","regulierer schauen"
"4208","schauen genau"
"4209","banken entwickelt"
"4210","geldhäuser sollen"
"4211","banken daher"
"4212","ganzen reihe"
"4213","erleichterungen entgegen"
"4214","entgegen gekommen"
"4215","gekommen gleichzeitig"
"4216","verhindern dass"
"4217","institute firmen"
"4218","firmen weiterhin"
"4219","krediten versorgen"
"4220","derzeit sehen"
"4221","gut 2021"
"4222","2021 drohen"
"4223","drohen warnt"
"4224","warnt professor"
"4225","professor schalast"
"4226","schalast 3"
"4227","3 3"
"4228","bundesbank warnt"
"4229","zombie unternehmen"
"4230","einschränkungen wegen"
"4231","corona pandemie"
"4232","pandemie dürften"
"4233","hart treffen"
"4234","bundesbank sieht"
"4235","sieht gefahren"
"4236","falsch verstandener"
"4237","verstandener hilfe"
"4238","bundesbank rechnet"
"4239","rechnet wegen"
"4240","einschränkungen infolge"
"4241","corona pandemie"
"4242","weiteren dämpfer"
"4243","deutsche wirtschaft"
"4244","schlussquartal 2020"
"4245","seit anfang"
"4246","anfang november"
"4247","november geltenden"
"4248","geltenden eindämmungsmaßnahmen"
"4249","eindämmungsmaßnahmen unterbrechen"
"4250","wirtschaftliche erholung"
"4251","führen voraussichtlich"
"4252","rückschlag schreibt"
"4253","monatsbericht dezember"
"4254","montag veröffentlicht"
"4255","veröffentlicht wurde"
"4256","bruttoinlandsprodukt dürfte"
"4257","letzten jahresviertel"
"4258","relativ leicht"
"4259","ähnlicher größenordnung"
"4260","frühjahr sinken"
"4261","zweiten quartal"
"4262","deutsche wirtschaftsleistung"
"4263","wirtschaftsleistung infolge"
"4264","coronabedingten lockdowns"
"4265","9,8 prozent"
"4266","prozent eingebrochen"
"4267","sommer folgte"
"4268","unerwartet kräftige"
"4269","kräftige erholung"
"4270","8,5 prozent"
"4271","prozent plus"
"4272","gesamtjahr 2020"
"4273","2020 erwartet"
"4274","5,5 prozent"
"4275","prozent 2021"
"4276","2021 dürfte"
"4277","deutsche wirtschaft"
"4278","wirtschaft demnach"
"4279","3,0 prozent"
"4280","prozent wachstum"
"4281","wachstum allmählich"
"4282","corona tief"
"4283","tief kommen"
"4284","jüngsten bundesbank"
"4285","bundesbank einschätzungen"
"4286","ländern beschlossenen"
"4287","beschlossenen maßnahmen"
"4288","coronavirus stark"
"4289","stark ausbreitet"
"4290","deutschland abermals"
"4291","abermals drastisch"
"4292","drastisch heruntergefahren"
"4293","10 januar"
"4294","täglichen bedarf"
"4295","bedarf schließen"
"4296","schließen 1"
"4297","1 2"
"4298","2 angesichts"
"4299","außerordentlichen wirtschaftseinbruchs"
"4300","laufenden jahr"
"4301","davon auszugehen"
"4302","auszugehen dass"
"4303","insolventen unternehmen"
"4304","kommenden quartalen"
"4305","quartalen deutlich"
"4306","deutlich erhöhen"
"4307","monatsbericht allerdings"
"4308","allerdings steige"
"4309","gefahr dass"
"4310","dass firmen"
"4311","leben gehalten"
"4312","überlebensfähig seien"
"4313","seien zombie"
"4314","zombie unternehmen"
"4315","müsse vermieden"
"4316","unrentable geschäftsmodelle"
"4317","markt halten"
"4318","dass ressourcen"
"4319","ressourcen gesamtwirtschaftlich"
"4320","gesamtwirtschaftlich ineffizient"
"4321","ineffizient eingesetzt"
"4322","aktuellen staatlichen"
"4323","staatlichen hilfsmaßnahmen"
"4324","kurzarbeit bürgschaften"
"4325","steuerliche entlastungen"
"4326","notwendig aufrechterhalten"
"4327","wirtschaftlichen erholung"
"4328","erholung zurückgefahren"
"4329","sollten 2"
"4330","2 2"
"4331","bundesagentur kurzarbeit"
"4332","kurzarbeit mündet"
"4333","arbeitslosigkeit zwischenzeitlich"
"4334","deutschland knapp"
"4335","knapp sechs"
"4336","sechs millionen"
"4337","millionen beschäftigte"
"4338","20 milliarden"
"4339","milliarden euro"
"4340","euro summieren"
"4341","instrument begeistert"
"4342","begeistert arbeitsmarktpolitische"
"4343","arbeitsmarktpolitische corona"
"4344","corona wunderwaffe"
"4345","corona krise"
"4346","krise abzufedern"
"4347","abzufedern obwohl"
"4348","kritische entwicklungen"
"4349","entwicklungen gibt"
"4350","sehen dass"
"4351","dass kurzarbeit"
"4352","beschäftigung mündet"
"4353","arbeitslosigkeit sagte"
"4354","vorstandsvorsitzende detlef"
"4355","detlef scheele"
"4356","deutschen presse"
"4357","presse agentur"
"4358","kurzarbeit geht"
"4359","geht zurück"
"4360","zeige dass"
"4361","krisensituation taugt"
"4362","corona pandemie"
"4363","viele menschen"
"4364","nie zuvor"
"4365","bisherige höchststand"
"4366","höchststand wurde"
"4367","april erreicht"
"4368","knapp sechs"
"4369","sechs millionen"
"4370","millionen menschen"
"4371","menschen seitdem"
"4372","seitdem ging"
"4373","zuletzt sukzessive"
"4374","sukzessive zurück"
"4375","2,22 millionen"
"4376","september 36"
"4377","36 prozent"
"4378","betroffenen fiel"
"4379","bisherigen höhepunkt"
"4380","durchschnittlicher ausfall"
"4381","48 prozent"
"4382","prozent insgesamt"
"4383","jahresende mehr"
"4384","20 milliarden"
"4385","milliarden euro"
"4386","kurzarbeit aufgewendet"
"4387","jahr 2019"
"4388","157 millionen"
"4389","millionen euro"
"4390","ursprünglich 255"
"4391","255 millionen"
"4392","millionen euro"
"4393","euro eingeplant"
"4394","kurzarbeit erwartet"
"4395","erwartet nachdem"
"4396","teil lockdown"
"4397","gastronomie gekommen"
"4398","seit mitte"
