"","x"
"2336","betroffenen mittelständler hätten"
"2337","entwicklung neuer produkte"
"2338","vergangenen jahr zurückgefahren"
"2339","betroffene unternehmen heißt"
"2340","bank patrik ludwig"
"2341","patrik ludwig hantzsch"
"2342","creditreform fügt hinzu"
"2343","unseren zahlen dass"
"2344","unternehmen deutlich weniger"
"2345","deutlich weniger große"
"2346","weniger große maschinen"
"2347","große maschinen ordern"
"2348","wäre vermag hantzsch"
"2349","corona hilfen stattdessen"
"2350","hilfen stattdessen etwa"
"2351","komplett neue ausrichtung"
"2352","wirtschaftspolitik warnt hantzsch"
"2353","insolvenzrecht zombiefirmen müssen"
"2354","zombiefirmen müssen bangen"
"2355","neuen entscheidung erhöht"
"2356","spät insolvenz anmelden"
"2357","rund 40 jahren"
"2358","40 jahren veröffentlichte"
"2359","us amerikanische rockband"
"2360","amerikanische rockband the"
"2361","rockband the hooters"
"2362","single all you"
"2363","all you zombies"
"2364","all you zombies"
"2365","you zombies show"
"2366","zombies show your"
"2367","show your faces"
"2368","frei übersetzt zeigt"
"2369","eigentlich schon insolvent"
"2370","günstige kredite finanziell"
"2371","infizieren oftmals ahnungslose"
"2372","oftmals ahnungslose geschäftspartner"
"2373","sogar gesunden geschäftsmodellen"
"2374","höchste deutsche gericht"
"2375","deutsche gericht stellt"
"2376","karlsruher richter nehmen"
"2377","krise gerät generell"
"2378","großen finanziellen risiko"
"2379","finanziellen risiko ausgesetzt"
"2380","insolvenzantrag stellen etwa"
"2381","haftung wegen vorsätzlich"
"2382","wegen vorsätzlich sittenwidriger"
"2383","vorsätzlich sittenwidriger schädigung"
"2384","neue dimension hinzu"
"2385","dimension hinzu geschäftsführer"
"2386","eigentlich insolventes unternehmen"
"2387","insolventes unternehmen künstlich"
"2388","bgh anzunehmen dass"
"2389","zombieunternehmens aufwand betreiben"
"2390","unredlichen geschäftsführer verlangen"
"2391","geschäftsführer verlangen dass"
"2392","schaden persönlich ersetzt"
"2393","wandelnden toten vertrauen"
"2394","toten vertrauen zusätzlich"
"2395","bgh entschieden dass"
"2396","entschieden dass geschäftsführer"
"2397","neue rechtliche sichtweise"
"2398","doppelten boden zumindest"
"2399","konditionen vorsätzliches handeln"
"2400","versicherer entscheiden jedenfalls"
"2401","entscheiden jedenfalls dürfte"
"2402","insolvenzreifen zombieunternehmens künftig"
"2403","zombieunternehmens künftig weniger"
"2404","künftig weniger schlaf"
"2405","weniger schlaf finden"
"2406","scheintoten mutieren solange"
"2407","persönliche bankrott folgen"
"2408","all you zombies"
"2409","you zombies it’s"
"2410","zombies it’s all"
"2411","it’s all gonna"
"2412","all gonna fall"
"2413","gonna fall on"
"2414","fall on you"
"2415","kanzlei schultze braun"
"2416","schultze braun quelle"
"2417","braun quelle f.a.z"
"2418","spd spitze nominiert"
"2419","spitze nominiert olaf"
"2420","nominiert olaf scholz"
"2421","strafe zahlen kabarettistin"
"2422","zahlen kabarettistin eckhart"
"2423","kabarettistin eckhart lehnt"
"2424","eckhart lehnt neue"
"2425","lehnt neue festival"
"2426","neue festival einladung"
"2427","festival einladung ab"
"2428","einladung ab kristina"
"2429","ab kristina läsker"
"2430","kristina läsker liebe"
"2431","läsker liebe leserin"
"2432","liebe leserin lieber"
"2433","leserin lieber leser"
"2434","lieber leser gerade"
"2435","leser gerade schwitze"
"2436","herrlich linke kampfschriften"
"2437","linke kampfschriften führt"
"2438","beheben dafür seien"
"2439","davon schreibe viele"
"2440","mehr geben etliche"
"2441","geben etliche unternehmer"
"2442","etliche unternehmer kämpfen"
"2443","unternehmer kämpfen corona"
"2444","kämpfen corona bedingt"
"2445","existenz ökonomen rechnen"
"2446","größten insolvenzwelle seit"
"2447","insolvenzwelle seit jahren"
"2448","seit jahren davon"
"2449","mehr sofort beim"
"2450","sofort beim insolvenzrichter"
"2451","beim insolvenzrichter melden"
"2452","nöte ab herbst"
"2453","mittelgroßen unternehmen beteiligen"
"2454","pleite schlittern könnten"
"2455","schlittern könnten finanzsenator"
"2456","könnten finanzsenator andreas"
"2457","finanzsenator andreas dressel"
"2458","andreas dressel rechnet"
"2459","unternehmer versucht etwa"
"2460","reederei hapag lloyd"
"2461","hapag lloyd geglückt"
"2462","immer hoffnung gibt"
"2463","minijobs steigt erstmals"
"2464","steigt erstmals seit"
"2465","erstmals seit märz"
"2466","halten unsere lieblingsläden"
"2467","meinung sagen wissen"
"2468","berichten sollten schreiben"
"2469","finanzminister olaf scholz"
"2470","bundestagswahlkampf 2021 ziehen"
"2471","frühere hamburger bürgermeister"
"2472","hamburger bürgermeister lob"
"2473","bürgermeister lob kam"
"2474","scholz nachfolger peter"
"2475","nachfolger peter tschentscher"
"2476","peter tschentscher scholz"
"2477","nötige politische erfahrung"
"2478","bundespolitik hamburgs spd"
"2479","hamburgs spd chefin"
"2480","spd chefin melanie"
"2481","chefin melanie leonhard"
"2482","melanie leonhard begrüßte"
"2483","gute entscheidung scharfe"
"2484","entscheidung scharfe kritik"
"2485","scharfe kritik kam"
"2486","zuvor signalisiert dass"
"2487","linken vorstellen könne"
"2488","vorstellen könne wer"
"2489","könne wer bus"
"2490","korrekten mund nase"
"2491","mund nase schutz"
"2492","künftig 40 euro"
"2493","40 euro strafe"
"2494","euro strafe zahlen"
"2495","bahnsteigen verstärkte kontrollen"
"2496","sommerferien hätten ergeben"
"2497","hätten ergeben dass"
"2498","öffentlichen nahverkehr abnehme"
"2499","nahverkehr abnehme teilte"
"2500","hamburger hochbahn knapp"
"2501","hochbahn knapp 15"
"2502","knapp 15 prozent"
"2503","maskenträger angetroffen worden"
"2504","angetroffen worden deutlich"
"2505","worden deutlich mehr"
"2506","13 neue infektionen"
"2507","coronavirus gemeldet worden"
"2508","50 neuinfektionen je"
"2509","neuinfektionen je 100.000"
"2510","je 100.000 einwohner"
"2511","hamburger schulen kommen"
"2512","einzelnen schulen fiel"
"2513","schulen fiel gestern"
"2514","verwaltungsgericht entschied zudem"
"2515","entschied zudem dass"
"2516","entsprechenden eilantrag ab"
"2517","harbour front festival"
"2518","österreichische kabarettistin lisa"
"2519","kabarettistin lisa eckhart"
"2520","lisa eckhart erneut"
"2521","eckhart erneut eingeladen"
"2522","zsolnay verlag lehnten"
"2523","spät sagte verlagsleiter"
"2524","sagte verlagsleiter herbert"
"2525","verlagsleiter herbert ohrlinger"
"2526","enormem druck kritiker"
"2527","kabarettistin vorgeworfen rassistische"
"2528","früheren ss wachmann"
"2529","revision wurde zurückgenommen"
"2530","nächtliche außer haus"
"2531","außer haus verkaufsverbot"
"2532","kommenden wochenende bestehen"
"2533","300 millionen euro"
"2534","millionen euro sicher"
"2535","ottogroup verkauft teile"
"2536","blankenese offenbar dauerhaft"
"2537","offenbar dauerhaft erhalten"
"2538","dauerhaft erhalten thema"
"2539","insolvenzwelle anbahnen vielen"
"2540","anbahnen vielen firmen"
"2541","hamburg geht wegen"
"2542","geht wegen corona"
"2543","bonitätsprüfer gehen davon"
"2544","pandemie ähnlich wirkt"
"2545","finanzkrise 2008 09"
"2546","2008 09 demnach"
"2547","09 demnach dürften"
"2548","tausend betriebe scheitern"
"2549","betriebe scheitern 300"
"2550","scheitern 300 mehr"
"2551","bedrohten firmen deshalb"
"2552","ende september bewahrt"
"2553","eigentlich längst tot"
"2554","längst tot allein"
"2555","größte insolvenzwelle seit"
"2556","insolvenzwelle seit vielen"
"2557","seit vielen jahren"
"2558","betriebe bezeichnet deren"
"2559","bezeichnet deren erträge"
"2560","deren erträge geringer"
"2561","tilgen müssen falls"
"2562","vielen geht gerade"
"2563","trotz corona hilfen"
"2564","küche samt wasserhahn"
"2565","samt wasserhahn hätte"
"2566","wohl bereits verkauft"
"2567","schaden zombies doppelt"
"2568","zombies doppelt kunden"
"2569","doppelt kunden warten"
"2570","ware lieferanten warten"
"2571","kettenreaktion seit märz"
"2572","seit märz wächst"
"2573","staat schaut bislang"
"2574","schaut bislang bewusst"
"2575","vorschrift wonach insolvente"
"2576","wonach insolvente betriebe"
"2577","zahlungsunfähigkeit unverzüglich melden"
"2578","unverzüglich melden müssen"
"2579","ende september darf"
"2580","christoph niering lehnt"
"2581","begriff zombie ab"
"2582","firma rechtschaffene mitarbeiter"
"2583","rechtschaffene mitarbeiter gehörten"
"2584","selten schuld seien"
"2585","2000 insolvenzen gemanagt"
"2586","verträge gekündigt mieten"
"2587","gekündigt mieten gesenkt"
"2588","mieten gesenkt leute"
"2589","gesenkt leute entlassen"
"2590","leute entlassen käufer"
"2591","entlassen käufer gefunden"
"2592","holen drei viertel"
"2593","managern verursacht sagt"
"2594","verursacht sagt niering"
"2595","sagt niering normalerweise"
"2596","corona krise scheitern"
"2597","krise scheitern viele"
"2598","scheitern viele unternehmen"
"2599","insolvenz zeitweilig ausgesetzt"
"2600","firmen mehr zeit"
"2601","mehr zeit bekommen"
"2602","bundesjustizministerin christine lambrecht"
"2603","christine lambrecht plädiert"
"2604","lambrecht plädiert dafür"
"2605","ende märz 2021"
"2606","märz 2021 auszusetzen"
"2607","2021 auszusetzen warum"
"2608","schon insolvent melden"
"2609","insolvent melden obwohl"
"2610","satz kalter kaffee"
"2611","redensartlich schlechter ruf"
"2612","schlechter ruf vermuten"
"2613","ruf vermuten lässt"
"2614","sonnencreme schweißtröpfchen glitzern"
"2615","oberlippe ganz klar"
"2616","kaffee heiß eis"
"2617","heiß eis eiskaffee"
"2618","schreibt zeit autorin"
"2619","zeit autorin elena"
"2620","autorin elena cremer"
"2621","elena cremer vier"
"2622","cremer vier leckere"
"2623","vier leckere vorschläge"
"2624","leckere vorschläge fast"
"2625","hause dia kino"
"2626","b movie fehlte"
"2627","movie fehlte lange"
"2628","35 mm filmen"
"2629","instand beruhigend nostalgisch"
"2630","beruhigend nostalgisch flimmert"
"2631","abstand syrien kino"
"2632","schwangere freundin lilly"
"2633","freundin lilly leben"
"2634","lilly leben sorglos"
"2635","syrischen foltergefängnis verschwindet"
"2636","foltergefängnis verschwindet städte"
"2637","verschwindet städte premiere"
"2638","regisseurin randa chahoud"
"2639","schauspieler jonas nay"
"2640","augenblick zeise kino"
"2641","zeise kino friedensallee"
"2642","kino friedensallee 7"
"2643","friedensallee 7 9"
"2644","7 9 morgen"
"2645","9 morgen 12.8"
"2646","morgen 12.8 20"
"2647","12.8 20 uhr"
"2648","20 uhr 9"
"2649","uhr 9 euro"
"2650","9 euro tickets"
"2651","euro tickets online"
"2652","unterkriegen lassen irgendwo"
"2653","lassen irgendwo geht"
"2654","sonne hamburger schnack"
"2655","vollgestopften tüte entgegen"
"2656","insolvenzwelle anbahnen z"
"2657","anbahnen z vielen"
"2658","z vielen firmen"
"2659","hamburg geht wegen"
"2660","geht wegen corona"
"2661","ende september bewahrt"
"2662","große verpflichtung sagt"
"2663","verpflichtung sagt olaf"
"2664","sagt olaf scholz"
"2665","führen kalter kaffee"
"2666","kalter kaffee ja"
"2667","kaffee ja bitte"
"2668","ja bitte z"
"2669","vier vorschläge fast"
"2670","strukturwandel biner bähr"
"2671","job seit 24"
"2672","seit 24 jahren"
"2673","wirtschaftskrise sagt bähr"
"2674","sagt bähr sei"
"2675","mal seien vielen"
"2676","seien vielen branchen"
"2677","vielen branchen etwa"
"2678","deutschen firmenlandschaft anzurichten"
"2679","firmenlandschaft anzurichten droht"
"2680","anzurichten droht kaum"
"2681","droht kaum sehen"
"2682","fast zehn prozent"
"2683","zehn prozent eingebrochen"
"2684","prozent eingebrochen trotzdem"
"2685","636 000 mehr"
"2686","000 mehr menschen"
"2687","mehr menschen arbeitslos"
"2688","august wurden laut"
"2689","wurden laut institut"
"2690","wirtschaftsforschung halle 26"
"2691","halle 26 prozent"
"2692","26 prozent weniger"
"2693","prozent weniger insolvenzen"
"2694","weniger insolvenzen angemeldet"
"2695","krediten überbrückungshilfen bürgschaften"
"2696","insolvenzantragspflicht beides wurde"
"2697","beides wurde gleich"
"2698","lobte beides wurde"
"2699","schon deutlich weniger"
"2700","deutlich weniger experten"
"2701","weniger experten gut"
"2702","experten gut finden"
"2703","ersten sprechen davon"
"2704","sprechen davon dass"
"2705","regierung zombie firmen"
"2706","zombie firmen heraufbeschwöre"
"2707","firmen heraufbeschwöre betriebe"
"2708","staatlichen tropf weitergeschleppt"
"2709","relevanter je länger"
"2710","krise dauert sagt"
"2711","dauert sagt clemens"
"2712","sagt clemens fuest"
"2713","clemens fuest präsident"
"2714","münchner ifo instituts"
"2715","ökonomischer sicht sei"
"2716","hause säßen obwohl"
"2717","unternehmen arbeiten könnten"
"2718","kenntnisse gehen verloren"
"2719","abwägung sei schwierig"
"2720","sei schwierig trotzdem"
"2721","schwierig trotzdem findet"
"2722","trotzdem findet fuest"
"2723","findet fuest dass"
"2724","bisherige regelung läuft"
"2725","regelung läuft ohnehin"
"2726","hätte warten müssen"
"2727","warten müssen insolvenzexperte"
"2728","müssen insolvenzexperte bähr"
"2729","insolvenzexperte bähr hielt"
"2730","sechs monate zeit"
"2731","neue situation einzustellen"
"2732","frühjahr betroffene firmen"
"2733","betroffene firmen sollten"
"2734","firmen sollten lieber"
"2735","geordnetes insolvenzverfahren durchlaufen"
"2736","große schäden entstehen"
"2737","bähr betont dass"
"2738","heutige insolvenzordnung geprägt"
"2739","insolvenzordnung geprägt sei"
"2740","zusätzlicher starker anreiz"
"2741","starker anreiz frühzeitiger"
"2742","anreiz frühzeitiger insolvenz"
"2743","frühzeitiger insolvenz anzumelden"
"2744","schutzschirmverfahrens sei zudem"
"2745","eingetreten sei irgendwann"
"2746","findet 3,50 euro"
"2747","zaubern ans zaubern"
"2748","ans zaubern glaubt"
"2749","laufenden jahres statt"
"2750","kurzarbeitergeldes erst recht"
"2751","unseren prognosen dass"
"2752","mitte 2022 brauchen"
"2753","verlängerten hilfsmaßnahmen blickten"
"2754","hilfsmaßnahmen blickten hätten"
"2755","blickten hätten vermutlich"
"2756","gibt zombie unternehmen"
"2757","zombie unternehmen sagt"
"2758","unternehmen sagt fratzscher"
"2759","erhebungen wonach zehn"
"2760","ganz viele unternehmen"
"2761","bedienen sagt fratzscher"
"2762","wenigsten wettbewerbsfähigen unternehmen"
"2763","wettbewerbsfähigen unternehmen ausscheiden"
"2764","sorge sei dass"
"2765","weitere hilfen eben"
"2766","wenigsten zukunftsträchtigen firmen"
"2767","zukunftsträchtigen firmen pleitegingen"
"2768","junge kleine betriebe"
"2769","beispiel sei trotzdem"
"2770","sei trotzdem systemrelevant"
"2771","beim anstehenden autogipfel"
"2772","anstehenden autogipfel steht"
"2773","statt coronageschädigten firmen"
"2774","coronageschädigten firmen zunehmend"
"2775","ziemlich klar sagt"
"2776","klar sagt ifo"
"2777","sagt ifo ökonom"
"2778","ifo ökonom fuest"
"2779","industrie langsamer sinkt"
"2780","laut fuest liegt"
"2781","daran dass industriebetriebe"
"2782","kurzarbeit ausruhen statt"
"2783","starker strukturwandel notwendig"
